zipcode,lat,lng
230103,7.8153124,4.5315029
230000,,
231223,23.9386454,83.03613759999999
230500,,
230000,,
230102,7.902579799999999,4.4902774
230400,,
230407,,
231200,31.6864399,117.17446
230400,,
230400,,
230407,,
230000,,
232700,,
230100,,
230100,,
230103,7.8153124,4.5315029
230000,,
230102,7.902579799999999,4.4902774
230000,,
230202,25.7772877,81.4388858
230104,,
230000,,
230100,,
230000,,
230200,,
230113,,
230000,,
230000,,
230828,,
230000,,
230110,,
310000,30.2783518,120.216935
320300,,
320000,,
320000,,
320000,,
320000,,
320000,,
320000,,
320311,44.9696559,19.6298297
330300,29.0421999,115.8188
330111,,
340400,,
341600,25.3892399,114.99157
340400,,
340000,,
340200,,
340000,,
340100,,
340825,,
340826,,
341621,25.3436599,114.7274
340000,,
341282,,
340103,7.034359299999999,4.9662608
341503,26.8104103,74.35874729999999
340100,,
341321,25.6545699,114.42576
340000,,
340100,,
340000,,
350823,36.6017705,126.7199836
370000,,
370000,,
370000,,
370000,,
370100,,
370000,,
371500,,
370000,,
371500,,
370000,,
371500,,
371525,,
371400,,
371525,,
371522,,
371581,,
371500,,
370100,,
370000,,
370100,,
370000,,
370124,,
370126,,
370126,,
371425,,
371428,,
370100,,
370282,,
370000,,
371522,,
371700,,
370000,,
370704,,
371500,,
370000,,
371522,,
370000,,
370600,,
371500,,
371522,,
371500,,
371522,,
371426,,
370200,,
370211,,
370000,,
370000,,
370700,,
370000,,
410400,,
410811,,
410000,28.1123585,112.9889664
411081,,
411400,27.7354999,112.535
410000,28.1123585,112.9889664
410928,,
410811,,
410000,28.1123585,112.9889664
410184,,
410122,,
410122,,
410400,,
410600,28.2535999,112.558
410500,,
410900,,
410225,,
410600,28.2535999,112.558
410000,28.1123585,112.9889664
410900,,
410482,47.0454958,21.9399831
410328,28.0737599,113.46427
410000,28.1123585,112.9889664
410523,,
410523,,
410702,,
411628,,
411221,27.5859299,112.68569
410182,,
410825,,
411600,,
410200,28.3642999,112.817
411400,27.7354999,112.535
411700,,
410900,,
410926,,
411400,27.7354999,112.535
411400,27.7354999,112.535
410481,,
410400,,
410000,28.1123585,112.9889664
410122,,
410781,,
410000,28.1123585,112.9889664
410122,,
410900,,
410402,18.7221023,73.364975
410103,1.325855,103.910504
422801,37.4760931,126.8082035
422801,37.4760931,126.8082035
422801,37.4760931,126.8082035
420624,,
420100,55.7844867,49.2277821
420100,55.7844867,49.2277821
420300,,
420300,,
420100,55.7844867,49.2277821
420100,55.7844867,49.2277821
420000,,
420900,,
420000,,
420000,,
420100,55.7844867,49.2277821
420100,55.7844867,49.2277821
420100,55.7844867,49.2277821
420000,,
421000,26.8945999,112.62
422801,37.4760931,126.8082035
422801,37.4760931,126.8082035
430111,,
430100,30.5876999,114.025
430700,,
440000,,
440105,5.4574981,7.476004700000001
440118,,
440605,,
440404,,
440605,,
440118,,
441900,,
450000,54.7134672,55.9922054
450000,54.7134672,55.9922054
450000,54.7134672,55.9922054
450000,54.7134672,55.9922054
450000,54.7134672,55.9922054
450000,54.7134672,55.9922054
450800,,
450110,21.5908384,76.675922
469027,1.329507,103.918117
500111,17.4349997,78.3412997
500109,,
500101,17.6041626,78.54691969999999
511000,,
510000,23.2330999,113.28397
511028,,
511028,,
510521,23.2435748,113.4180769
510521,23.2435748,113.4180769
510300,23.0768299,113.34546
510000,23.2330999,113.28397
510000,23.2330999,113.28397
510000,23.2330999,113.28397
510500,1.376176,103.945927
511321,,
511900,,
511723,,
513233,,
513233,,
513233,,
511400,22.9476899,113.36672
511723,,
511523,,
510502,1.375546,103.946074
510502,1.375546,103.946074
510100,23.1151999,113.286
510114,1.368533,103.954686
511300,23.2912999,113.828
510100,23.1151999,113.286
510322,,
510100,23.1151999,113.286
510100,23.1151999,113.286
511300,23.2912999,113.828
510182,1.364676,103.960914
512021,,
510100,23.1151999,113.286
510000,23.2330999,113.28397
510100,23.1151999,113.286
512000,24.8073605,113.5969967
510000,23.2330999,113.28397
510000,23.2330999,113.28397
510322,,
510121,1.366873,103.954398
510000,23.2330999,113.28397
510114,1.368533,103.954686
511523,,
511028,,
510182,1.364676,103.960914
510100,23.1151999,113.286
510115,1.368908,103.954736
510100,23.1151999,113.286
510100,23.1151999,113.286
510300,23.0768299,113.34546
510100,23.1151999,113.286
510000,23.2330999,113.28397
510322,,
511600,23.9077999,113.542
510000,23.2330999,113.28397
511500,23.7052299,113.02101
511500,23.7052299,113.02101
510781,1.374003,103.938357
510781,1.374003,103.938357
510000,23.2330999,113.28397
511400,22.9476899,113.36672
511523,,
510000,23.2330999,113.28397
512000,24.8073605,113.5969967
522300,,
522601,16.1933311,80.0199562
530600,23.7117199,108.17048
530112,1.354482,103.888688
530300,22.6807099,109.262
530600,23.7117199,108.17048
530627,1.369392,103.882022
530000,22.8177003,108.3180358
530100,23.1585999,108.275
530628,1.369554,103.880757
530000,22.8177003,108.3180358
530000,22.8177003,108.3180358
530103,1.355363,103.890382
530100,23.1585999,108.275
530303,22.6687999,109.52188
530600,23.7117199,108.17048
530100,23.1585999,108.275
530000,22.8177003,108.3180358
530400,23.2196999,108.812
530300,22.6807099,109.262
610100,30.5694399,104.28054
610400,30.8041599,104.41732
610124,,
610700,,
610700,,
610124,,
610700,,
610000,30.6311249,104.0943211
610503,30.7803699,104.13191
610582,,
610000,30.6311249,104.0943211
610528,,
610528,,
610000,30.6311249,104.0943211
610122,1.335917,103.723786
610000,30.6311249,104.0943211
610500,30.8245868,104.1872801
610528,,
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610600,,
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610000,,
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610826,,
610600,,
610626,,
610122,1.335917,103.723786
610100,30.5694399,104.28054
610122,1.335917,103.723786
610122,1.335917,103.723786
610100,30.5694399,104.28054
610800,,
610100,30.5694399,104.28054
610100,30.5694399,104.28054
610600,,
610400,30.8041599,104.41732
610112,1.333898,103.723636
610800,,
610900,,
610100,30.5694399,104.28054
610000,30.6311249,104.0943211
610600,,
610100,30.5694399,104.28054
610500,30.8245868,104.1872801
610528,,
610500,30.8245868,104.1872801
610102,10.7314906,79.5772008
610528,,
610000,30.6311249,104.0943211
610900,,
610902,58.5932124,49.8099273
610528,,
610100,30.5694399,104.28054
610000,30.6311249,104.0943211
610327,1.336097,103.722405
620000,30.0741099,103.80792
622901,,
620000,30.0741099,103.80792
620100,56.82089029999999,60.6564328
620104,,
621226,,
620000,30.0741099,103.80792
620100,56.82089029999999,60.6564328
620802,,
620104,,
620500,29.9678799,104.19668
621202,10.9323614,78.509288
620700,,
621027,31.6149899,104.80079
620000,30.0741099,103.80792
620000,30.0741099,103.80792
620000,30.0741099,103.80792
620100,56.82089029999999,60.6564328
620500,29.9678799,104.19668
620500,29.9678799,104.19668
620500,29.9678799,104.19668
620600,,
621224,,
620000,30.0741099,103.80792
620600,,
630200,55.0165936,82.9473594
630223,,
632800,,
630223,,
640105,8.9939194,12.5986597
640100,,
640300,,
654202,26.5480899,103.2621
650100,25.0256999,102.662
650000,55.3594318,86.0776156
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
110114,41.5803299,123.69837
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
110111,41.5937399,123.40682
110000,51.5077096,64.04790729999999
110000,51.5077096,64.04790729999999
120000,,
120000,,
120000,,
120000,,
120113,1.323631,103.7701079
120000,,
120102,1.32231,103.769209
120111,1.323217,103.770966
120116,1.324409,103.77183
120000,,
120105,1.322642,103.770005
120102,1.32231,103.769209
120113,1.323631,103.7701079
120116,1.324409,103.77183
120102,1.32231,103.769209
120105,1.322642,103.770005
120112,1.323304,103.769807
130400,44.8367899,126.54321
130900,,
130000,,
130000,,
130900,,
130600,43.5235199,125.65205
130631,,
130132,,
130000,,
130000,,
130000,,
130000,,
130000,,
130600,43.5235199,125.65205
130400,44.8367899,126.54321
130929,,
131000,,
130000,,
130609,43.40484989999999,125.73784
130430,,
130600,43.5235199,125.65205
130529,,
130000,,
131000,,
130000,,
130925,,
130500,44.2231999,125.92985
130684,,
130400,44.8367899,126.54321
131124,44.5394199,123.89494
130400,44.8367899,126.54321
130500,44.2231999,125.92985
130581,,
130400,44.8367899,126.54321
130000,,
130000,,
130000,,
130000,,
130400,44.8367899,126.54321
130900,,
130000,,
130000,,
130000,,
130500,44.2231999,125.92985
130900,,
130000,,
130000,,
130600,43.5235199,125.65205
130525,43.8939399,125.8851699
131025,,
130435,44.60774989999999,126.47501
130100,,
130000,,
130000,,
130929,,
130600,43.5235199,125.65205
130430,,
130000,,
130400,44.8367899,126.54321
130900,,
130600,43.5235199,125.65205
130000,,
130400,44.8367899,126.54321
130000,,
130400,44.8367899,126.54321
130000,,
130435,44.60774989999999,126.47501
130000,,
130609,43.40484989999999,125.73784
130000,,
130000,,
130921,,
130921,,
130435,44.60774989999999,126.47501
130638,,
130000,,
130528,10.5116089,-75.35287790000001
130900,,
130600,43.5235199,125.65205
130000,,
130638,,
130400,44.8367899,126.54321
130000,,
130900,,
130900,,
130400,44.8367899,126.54321
130000,,
130425,44.9001199,126.99983
130600,43.5235199,125.65205
130927,,
130000,,
130100,,
130425,44.9001199,126.99983
130683,,
130600,43.5235199,125.65205
130000,,
130400,44.8367899,126.54321
130929,,
130000,,
130125,43.8192299,125.65246
130000,,
130400,44.8367899,126.54321
130000,,
130400,44.8367899,126.54321
130425,44.9001199,126.99983
131100,45.10859989999999,124.866
130000,,
130000,,
130132,,
130000,,
130400,44.8367899,126.54321
130000,,
130600,43.5235199,125.65205
130435,44.60774989999999,126.47501
130627,,
130433,44.55119990000001,126.68413
130000,,
130425,44.9001199,126.99983
130435,44.60774989999999,126.47501
130600,43.5235199,125.65205
130000,,
130000,,
130400,44.8367899,126.54321
130600,43.5235199,125.65205
130000,,
130400,44.8367899,126.54321
130981,,
130000,,
130430,,
130425,44.9001199,126.99983
130000,,
130000,,
130400,44.8367899,126.54321
130000,,
130900,,
130400,44.8367899,126.54321
130000,,
130600,43.5235199,125.65205
130430,,
130000,,
130425,44.9001199,126.99983
130600,43.5235199,125.65205
130000,,
130000,,
130400,44.8367899,126.54321
130000,,
130000,,
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130900,,
130535,,
130000,,
130627,,
139001,1.287514,103.798394
130000,,
130432,44.6260899,126.6051999
130626,,
130430,,
130406,44.9852399,126.31273
130423,,
130430,,
130000,,
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130981,,
130430,,
130000,,
130000,,
130400,44.8367899,126.54321
130928,,
130922,,
130400,44.8367899,126.54321
130000,,
130000,,
130000,,
139001,1.287514,103.798394
130981,,
130981,,
130981,,
130981,,
130430,,
130000,,
130928,,
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130900,,
130000,,
130929,,
130922,,
130132,,
130000,,
130623,,
130425,44.9001199,126.99983
130609,43.40484989999999,125.73784
130000,,
130633,,
130900,,
130929,,
130600,43.5235199,125.65205
130000,,
130104,,
130000,,
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130100,,
130100,,
130900,,
130426,44.6798699,126.74274
130981,,
130431,44.7063499,126.95141
130000,,
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130824,,
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130609,43.40484989999999,125.73784
130400,44.8367899,126.54321
130000,,
130400,44.8367899,126.54321
130000,,
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130400,44.8367899,126.54321
130900,,
130684,,
130432,44.6260899,126.6051999
131100,45.10859989999999,124.866
130607,43.66573990000001,125.5490499
130400,44.8367899,126.54321
130432,44.6260899,126.6051999
130600,43.5235199,125.65205
130430,,
130000,,
131100,45.10859989999999,124.866
130923,,
130400,44.8367899,126.54321
130627,,
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130400,44.8367899,126.54321
130500,44.2231999,125.92985
130400,44.8367899,126.54321
130000,,
130000,,
130000,,
130000,,
130435,44.60774989999999,126.47501
130400,44.8367899,126.54321
130821,,
130000,,
130684,,
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130626,,
130000,,
130683,,
130400,44.8367899,126.54321
130626,,
130400,44.8367899,126.54321
130400,44.8367899,126.54321
130000,,
130403,44.8612399,126.26348
130204,44.6698099,125.12992
130434,44.58240989999999,126.82547
130110,37.5757512,127.0252724
130109,,
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130100,,
130000,,
130104,,
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130900,,
130000,,
130100,,
130600,43.5235199,125.65205
139001,1.287514,103.798394
130000,,
130100,,
130100,,
130000,,
130981,,
130100,,
130100,,
130926,,
130300,44.53004989999999,125.64194
130600,43.5235199,125.65205
130100,,
130100,,
130108,,
130427,,
130400,44.8367899,126.54321
130406,44.9852399,126.31273
130000,,
130600,43.5235199,125.65205
130000,,
130400,44.8367899,126.54321
130131,,
130626,,
130406,44.9852399,126.31273
130600,43.5235199,125.65205
130000,,
130400,44.8367899,126.54321
130638,,
130400,44.8367899,126.54321
130600,43.5235199,125.65205
130600,43.5235199,125.65205
130400,44.8367899,126.54321
130000,,
130000,,
130600,43.5235199,125.65205
130000,,
130600,43.5235199,125.65205
130900,,
130204,44.6698099,125.12992
130900,,
130600,43.5235199,125.65205
130626,,
130427,,
130423,,
130626,,
130626,,
130000,,
130925,,
130423,,
130600,43.5235199,125.65205
130000,,
130000,,
130400,44.8367899,126.54321
130600,43.5235199,125.65205
130600,43.5235199,125.65205
